,employeeid,firstname,lastname,gender,age,businesstravel,department,distancefromhome (km),state,ethnicity,education,educationfield,jobrole,maritalstatus,salary,stockoptionlevel,overtime,hiredate,attrition,yearsatcompany,yearsinmostrecentrole,yearssincelastpromotion,yearswithcurrmanager,performanceid,reviewdate,environmentsatisfaction,jobsatisfaction,relationshipsatisfaction,trainingopportunitieswithinyear,trainingopportunitiestaken,worklifebalance,selfrating,managerrating
4045,D18F-8C48,Feliza,Jeschner,Female,27,No Travel ,Technology,8,IL,Asian or Asian American,1,Information Systems,Engineering Manager,Divorced,152322,1,No,2016-04-17,No,6,0,5,4,PR6522,10/26/2022,3,5,4,3,1,2,4,3
4046,C7C8-43D9,Rebecka,Leat,Female,27,Some Travel,Technology,25,NY,Asian or Asian American,4,Information Systems,Data Scientist,Divorced,24571,3,No,2016-04-17,No,6,5,5,6,PR3314,8/20/2019,1,1,1,3,3,3,4,3
4047,C7C8-43D9,Rebecka,Leat,Female,27,Some Travel,Technology,25,NY,Asian or Asian American,4,Information Systems,Data Scientist,Divorced,24571,3,No,2016-04-17,No,6,5,5,6,PR4232,8/19/2020,3,2,4,2,1,3,5,4
4048,C7C8-43D9,Rebecka,Leat,Female,27,Some Travel,Technology,25,NY,Asian or Asian American,4,Information Systems,Data Scientist,Divorced,24571,3,No,2016-04-17,No,6,5,5,6,PR5254,8/19/2021,5,4,2,2,0,2,5,4
4049,C7C8-43D9,Rebecka,Leat,Female,27,Some Travel,Technology,25,NY,Asian or Asian American,4,Information Systems,Data Scientist,Divorced,24571,3,No,2016-04-17,No,6,5,5,6,PR6359,8/19/2022,4,2,5,3,0,5,5,5
4050,DA4C-7F2E,Carmita,Kenion,Female,26,Some Travel,Technology,18,NY,White,3,Computer Science,Analytics Manager,Married,178836,0,No,2016-04-18,No,6,4,5,6,PR3074,5/11/2019,3,2,5,1,0,4,5,4
4051,DA4C-7F2E,Carmita,Kenion,Female,26,Some Travel,Technology,18,NY,White,3,Computer Science,Analytics Manager,Married,178836,0,No,2016-04-18,No,6,4,5,6,PR3958,5/10/2020,5,3,3,1,0,4,5,4
4052,DA4C-7F2E,Carmita,Kenion,Female,26,Some Travel,Technology,18,NY,White,3,Computer Science,Analytics Manager,Married,178836,0,No,2016-04-18,No,6,4,5,6,PR4954,5/10/2021,3,3,2,3,3,3,5,5
4053,DA4C-7F2E,Carmita,Kenion,Female,26,Some Travel,Technology,18,NY,White,3,Computer Science,Analytics Manager,Married,178836,0,No,2016-04-18,No,6,4,5,6,PR6034,5/10/2022,5,2,5,3,0,5,5,4
4054,FC47-1953,Barby,Plaid,Female,25,Frequent Traveller,Technology,15,CA,Black or African American,4,Other,Data Scientist,Married,31931,1,No,2016-04-21,No,6,1,1,3,PR3133,5/31/2019,5,5,3,3,3,2,3,3
4055,FC47-1953,Barby,Plaid,Female,25,Frequent Traveller,Technology,15,CA,Black or African American,4,Other,Data Scientist,Married,31931,1,No,2016-04-21,No,6,1,1,3,PR4024,5/30/2020,3,3,4,3,1,5,4,3
4056,FC47-1953,Barby,Plaid,Female,25,Frequent Traveller,Technology,15,CA,Black or African American,4,Other,Data Scientist,Married,31931,1,No,2016-04-21,No,6,1,1,3,PR5025,5/30/2021,5,3,2,3,1,3,5,4
4057,FC47-1953,Barby,Plaid,Female,25,Frequent Traveller,Technology,15,CA,Black or African American,4,Other,Data Scientist,Married,31931,1,No,2016-04-21,No,6,1,1,3,PR6111,5/30/2022,3,4,4,3,2,3,5,5
4058,61CC-2C1D,Jayme,Desseine,Male,25,Some Travel,Technology,2,CA,White,3,Computer Science,Engineering Manager,Married,217544,0,No,2016-04-25,No,6,5,6,6,PR3549,12/24/2019,3,4,3,3,1,5,4,4
4059,61CC-2C1D,Jayme,Desseine,Male,25,Some Travel,Technology,2,CA,White,3,Computer Science,Engineering Manager,Married,217544,0,No,2016-04-25,No,6,5,6,6,PR4505,12/23/2020,3,4,3,1,2,2,4,4
4060,61CC-2C1D,Jayme,Desseine,Male,25,Some Travel,Technology,2,CA,White,3,Computer Science,Engineering Manager,Married,217544,0,No,2016-04-25,No,6,5,6,6,PR5557,12/23/2021,4,4,2,3,2,2,4,4
4061,61CC-2C1D,Jayme,Desseine,Male,25,Some Travel,Technology,2,CA,White,3,Computer Science,Engineering Manager,Married,217544,0,No,2016-04-25,No,6,5,6,6,PR6687,12/23/2022,3,5,2,1,3,3,4,3
4062,CDFB-6A08,Huey,Paoletti,Male,26,Some Travel,Technology,8,NY,Black or African American,4,Other,Software Engineer,Single,22918,0,Yes,2016-05-01,Yes,0,0,0,0,PR104,4/14/2013,3,4,4,3,1,5,3,2
4063,CDFB-6A08,Huey,Paoletti,Male,26,Some Travel,Technology,8,NY,Black or African American,4,Other,Software Engineer,Single,22918,0,Yes,2016-05-01,Yes,0,0,0,0,PR1047,4/13/2016,5,5,5,1,3,2,5,5
4064,CDFB-6A08,Huey,Paoletti,Male,26,Some Travel,Technology,8,NY,Black or African American,4,Other,Software Engineer,Single,22918,0,Yes,2016-05-01,Yes,0,0,0,0,PR1596,4/13/2017,3,4,3,1,0,4,3,2
4065,CDFB-6A08,Huey,Paoletti,Male,26,Some Travel,Technology,8,NY,Black or African American,4,Other,Software Engineer,Single,22918,0,Yes,2016-05-01,Yes,0,0,0,0,PR2249,4/13/2018,5,2,2,3,0,3,3,2
4066,CDFB-6A08,Huey,Paoletti,Male,26,Some Travel,Technology,8,NY,Black or African American,4,Other,Software Engineer,Single,22918,0,Yes,2016-05-01,Yes,0,0,0,0,PR289,4/14/2014,5,4,4,3,1,5,3,3
4067,CDFB-6A08,Huey,Paoletti,Male,26,Some Travel,Technology,8,NY,Black or African American,4,Other,Software Engineer,Single,22918,0,Yes,2016-05-01,Yes,0,0,0,0,PR2995,4/13/2019,4,3,4,2,0,3,5,4
4068,CDFB-6A08,Huey,Paoletti,Male,26,Some Travel,Technology,8,NY,Black or African American,4,Other,Software Engineer,Single,22918,0,Yes,2016-05-01,Yes,0,0,0,0,PR3870,4/12/2020,5,5,4,1,2,5,3,2
4069,CDFB-6A08,Huey,Paoletti,Male,26,Some Travel,Technology,8,NY,Black or African American,4,Other,Software Engineer,Single,22918,0,Yes,2016-05-01,Yes,0,0,0,0,PR4861,4/12/2021,5,5,5,1,1,4,3,2
4070,CDFB-6A08,Huey,Paoletti,Male,26,Some Travel,Technology,8,NY,Black or African American,4,Other,Software Engineer,Single,22918,0,Yes,2016-05-01,Yes,0,0,0,0,PR5939,4/12/2022,5,3,5,1,1,2,3,3
4071,CDFB-6A08,Huey,Paoletti,Male,26,Some Travel,Technology,8,NY,Black or African American,4,Other,Software Engineer,Single,22918,0,Yes,2016-05-01,Yes,0,0,0,0,PR610,4/14/2015,3,5,3,3,1,2,4,3
4072,B967-D6D3,Kimmy,O'Logan,Female,26,No Travel ,Technology,21,CA,White,3,Computer Science,Data Scientist,Married,26919,1,No,2016-05-04,No,6,0,5,3,PR3158,6/14/2019,4,2,2,2,1,2,4,4
4073,B967-D6D3,Kimmy,O'Logan,Female,26,No Travel ,Technology,21,CA,White,3,Computer Science,Data Scientist,Married,26919,1,No,2016-05-04,No,6,0,5,3,PR4053,6/13/2020,5,4,3,3,1,2,3,2
4074,B967-D6D3,Kimmy,O'Logan,Female,26,No Travel ,Technology,21,CA,White,3,Computer Science,Data Scientist,Married,26919,1,No,2016-05-04,No,6,0,5,3,PR5056,6/13/2021,4,3,5,3,0,3,5,4
4075,B967-D6D3,Kimmy,O'Logan,Female,26,No Travel ,Technology,21,CA,White,3,Computer Science,Data Scientist,Married,26919,1,No,2016-05-04,No,6,0,5,3,PR6149,6/13/2022,2,4,3,3,3,3,4,3
4076,757F-78FE,Timotheus,Esland,Male,25,No Travel ,Technology,32,NY,Mixed or multiple ethnic groups,4,Information Systems,Machine Learning Engineer,Married,52614,1,No,2016-05-08,No,6,4,5,1,PR3487,11/22/2019,4,4,5,1,1,3,3,2
4077,757F-78FE,Timotheus,Esland,Male,25,No Travel ,Technology,32,NY,Mixed or multiple ethnic groups,4,Information Systems,Machine Learning Engineer,Married,52614,1,No,2016-05-08,No,6,4,5,1,PR4436,11/21/2020,5,3,3,1,3,4,3,3
4078,757F-78FE,Timotheus,Esland,Male,25,No Travel ,Technology,32,NY,Mixed or multiple ethnic groups,4,Information Systems,Machine Learning Engineer,Married,52614,1,No,2016-05-08,No,6,4,5,1,PR5481,11/21/2021,4,5,3,1,0,5,3,3
4079,757F-78FE,Timotheus,Esland,Male,25,No Travel ,Technology,32,NY,Mixed or multiple ethnic groups,4,Information Systems,Machine Learning Engineer,Married,52614,1,No,2016-05-08,No,6,4,5,1,PR6599,11/21/2022,3,2,2,3,0,4,3,2
4080,B8A5-07A1,Ainsley,Norheny,Female,24,Some Travel,Technology,27,IL,White,4,Other,Data Scientist,Married,33554,0,No,2016-05-21,No,6,1,2,6,PR3167,6/17/2019,5,2,5,1,0,4,4,3
4081,B8A5-07A1,Ainsley,Norheny,Female,24,Some Travel,Technology,27,IL,White,4,Other,Data Scientist,Married,33554,0,No,2016-05-21,No,6,1,2,6,PR4065,6/16/2020,3,5,3,1,0,2,5,4
4082,B8A5-07A1,Ainsley,Norheny,Female,24,Some Travel,Technology,27,IL,White,4,Other,Data Scientist,Married,33554,0,No,2016-05-21,No,6,1,2,6,PR5068,6/16/2021,5,3,3,1,1,3,5,5
4083,B8A5-07A1,Ainsley,Norheny,Female,24,Some Travel,Technology,27,IL,White,4,Other,Data Scientist,Married,33554,0,No,2016-05-21,No,6,1,2,6,PR6162,6/16/2022,5,3,5,3,2,5,5,5
4084,2FAE-9278,Ettore,Gorusso,Male,24,Some Travel,Technology,23,NY,White,5,Computer Science,Senior Software Engineer,Single,92798,0,Yes,2016-05-23,No,6,4,4,1,PR3132,5/31/2019,3,2,5,3,0,2,3,2
4085,2FAE-9278,Ettore,Gorusso,Male,24,Some Travel,Technology,23,NY,White,5,Computer Science,Senior Software Engineer,Single,92798,0,Yes,2016-05-23,No,6,4,4,1,PR4023,5/30/2020,5,5,3,3,2,5,4,4
4086,2FAE-9278,Ettore,Gorusso,Male,24,Some Travel,Technology,23,NY,White,5,Computer Science,Senior Software Engineer,Single,92798,0,Yes,2016-05-23,No,6,4,4,1,PR5024,5/30/2021,5,5,5,1,0,2,3,2
4087,2FAE-9278,Ettore,Gorusso,Male,24,Some Travel,Technology,23,NY,White,5,Computer Science,Senior Software Engineer,Single,92798,0,Yes,2016-05-23,No,6,4,4,1,PR6110,5/30/2022,5,4,2,3,1,5,4,3
4088,0E79-8257,Noby,Lifton,Male,25,Frequent Traveller,Technology,35,NY,White,2,Information Systems,Data Scientist,Single,28139,0,No,2016-05-23,No,6,1,1,5,PR3210,7/8/2019,1,1,4,2,3,2,5,4
4089,0E79-8257,Noby,Lifton,Male,25,Frequent Traveller,Technology,35,NY,White,2,Information Systems,Data Scientist,Single,28139,0,No,2016-05-23,No,6,1,1,5,PR4115,7/7/2020,5,2,5,1,0,2,3,3
4090,0E79-8257,Noby,Lifton,Male,25,Frequent Traveller,Technology,35,NY,White,2,Information Systems,Data Scientist,Single,28139,0,No,2016-05-23,No,6,1,1,5,PR5124,7/7/2021,5,2,4,1,0,3,5,4
4091,0E79-8257,Noby,Lifton,Male,25,Frequent Traveller,Technology,35,NY,White,2,Information Systems,Data Scientist,Single,28139,0,No,2016-05-23,No,6,1,1,5,PR6224,7/7/2022,5,3,2,1,1,4,4,3
4092,9075-A294,Colby,Yakebowitch,Male,27,No Travel ,Sales,17,IL,Asian or Asian American,4,Marketing,Sales Executive,Married,71832,1,No,2016-05-23,No,6,6,6,1,PR3338,9/3/2019,3,3,3,3,1,5,4,3
4093,9075-A294,Colby,Yakebowitch,Male,27,No Travel ,Sales,17,IL,Asian or Asian American,4,Marketing,Sales Executive,Married,71832,1,No,2016-05-23,No,6,6,6,1,PR4262,9/2/2020,3,3,4,3,1,2,3,2
4094,9075-A294,Colby,Yakebowitch,Male,27,No Travel ,Sales,17,IL,Asian or Asian American,4,Marketing,Sales Executive,Married,71832,1,No,2016-05-23,No,6,6,6,1,PR5287,9/2/2021,3,2,2,1,0,5,5,5
4095,9075-A294,Colby,Yakebowitch,Male,27,No Travel ,Sales,17,IL,Asian or Asian American,4,Marketing,Sales Executive,Married,71832,1,No,2016-05-23,No,6,6,6,1,PR6392,9/2/2022,4,3,2,1,0,5,3,3
4096,5D73-961A,Padraig,Pabel,Male,27,Some Travel,Technology,1,CA,Other ,2,Computer Science,Senior Software Engineer,Divorced,90487,1,No,2016-05-25,No,6,4,4,4,PR3041,4/29/2019,5,4,3,1,2,4,5,4
4097,5D73-961A,Padraig,Pabel,Male,27,Some Travel,Technology,1,CA,Other ,2,Computer Science,Senior Software Engineer,Divorced,90487,1,No,2016-05-25,No,6,4,4,4,PR3923,4/28/2020,5,4,2,1,0,5,5,5
4098,5D73-961A,Padraig,Pabel,Male,27,Some Travel,Technology,1,CA,Other ,2,Computer Science,Senior Software Engineer,Divorced,90487,1,No,2016-05-25,No,6,4,4,4,PR4918,4/28/2021,5,2,5,2,1,5,3,2
4099,5D73-961A,Padraig,Pabel,Male,27,Some Travel,Technology,1,CA,Other ,2,Computer Science,Senior Software Engineer,Divorced,90487,1,No,2016-05-25,No,6,4,4,4,PR5998,4/28/2022,3,3,2,1,1,3,5,5
4100,A105-470B,Sancho,Mundle,Male,25,Frequent Traveller,Technology,28,CA,Mixed or multiple ethnic groups,1,Information Systems,Software Engineer,Single,23993,0,Yes,2016-05-31,No,6,3,4,4,PR2967,4/1/2019,3,4,3,1,0,3,3,3
4101,A105-470B,Sancho,Mundle,Male,25,Frequent Traveller,Technology,28,CA,Mixed or multiple ethnic groups,1,Information Systems,Software Engineer,Single,23993,0,Yes,2016-05-31,No,6,3,4,4,PR3834,3/31/2020,3,1,4,2,2,3,3,3
4102,A105-470B,Sancho,Mundle,Male,25,Frequent Traveller,Technology,28,CA,Mixed or multiple ethnic groups,1,Information Systems,Software Engineer,Single,23993,0,Yes,2016-05-31,No,6,3,4,4,PR4823,3/31/2021,4,1,2,2,2,4,4,4
4103,A105-470B,Sancho,Mundle,Male,25,Frequent Traveller,Technology,28,CA,Mixed or multiple ethnic groups,1,Information Systems,Software Engineer,Single,23993,0,Yes,2016-05-31,No,6,3,4,4,PR5899,3/31/2022,5,2,3,2,3,4,4,3
4104,3C31-30CB,Roxy,Firpi,Female,24,Some Travel,Technology,3,CA,White,3,Business Studies,Software Engineer,Married,41664,1,No,2016-06-08,No,6,3,4,2,PR2925,3/14/2019,5,5,5,1,1,5,3,3
4105,3C31-30CB,Roxy,Firpi,Female,24,Some Travel,Technology,3,CA,White,3,Business Studies,Software Engineer,Married,41664,1,No,2016-06-08,No,6,3,4,2,PR3785,3/13/2020,3,5,3,2,1,4,3,3
4106,3C31-30CB,Roxy,Firpi,Female,24,Some Travel,Technology,3,CA,White,3,Business Studies,Software Engineer,Married,41664,1,No,2016-06-08,No,6,3,4,2,PR4767,3/13/2021,5,4,5,2,1,4,4,3
4107,3C31-30CB,Roxy,Firpi,Female,24,Some Travel,Technology,3,CA,White,3,Business Studies,Software Engineer,Married,41664,1,No,2016-06-08,No,6,3,4,2,PR5836,3/13/2022,3,2,2,3,1,5,5,5
4108,6E61-A2BA,Adelaide,Somner,Non-Binary,24,Some Travel,Sales,41,CA,Mixed or multiple ethnic groups,2,Marketing ,Sales Executive,Divorced,111750,1,No,2016-06-10,No,6,4,6,2,PR3337,9/3/2019,4,2,2,1,0,2,3,3
4109,6E61-A2BA,Adelaide,Somner,Non-Binary,24,Some Travel,Sales,41,CA,Mixed or multiple ethnic groups,2,Marketing ,Sales Executive,Divorced,111750,1,No,2016-06-10,No,6,4,6,2,PR4261,9/2/2020,5,3,3,1,1,4,3,2
4110,6E61-A2BA,Adelaide,Somner,Non-Binary,24,Some Travel,Sales,41,CA,Mixed or multiple ethnic groups,2,Marketing ,Sales Executive,Divorced,111750,1,No,2016-06-10,No,6,4,6,2,PR5286,9/2/2021,3,3,5,1,0,5,4,4
4111,6E61-A2BA,Adelaide,Somner,Non-Binary,24,Some Travel,Sales,41,CA,Mixed or multiple ethnic groups,2,Marketing ,Sales Executive,Divorced,111750,1,No,2016-06-10,No,6,4,6,2,PR6391,9/2/2022,3,2,2,1,0,3,4,3
4112,40CC-6231,Rodi,McGerraghty,Female,25,Frequent Traveller,Technology,17,CA,Native Hawaiian ,3,Computer Science,Software Engineer,Married,54566,1,No,2016-06-15,No,6,3,6,5,PR2940,3/21/2019,4,2,3,2,2,5,5,4
4113,40CC-6231,Rodi,McGerraghty,Female,25,Frequent Traveller,Technology,17,CA,Native Hawaiian ,3,Computer Science,Software Engineer,Married,54566,1,No,2016-06-15,No,6,3,6,5,PR3800,3/20/2020,5,5,4,2,0,3,5,5
4114,40CC-6231,Rodi,McGerraghty,Female,25,Frequent Traveller,Technology,17,CA,Native Hawaiian ,3,Computer Science,Software Engineer,Married,54566,1,No,2016-06-15,No,6,3,6,5,PR4785,3/20/2021,3,1,2,1,2,1,3,3
4115,40CC-6231,Rodi,McGerraghty,Female,25,Frequent Traveller,Technology,17,CA,Native Hawaiian ,3,Computer Science,Software Engineer,Married,54566,1,No,2016-06-15,No,6,3,6,5,PR5854,3/20/2022,4,3,2,2,1,2,5,5
4116,ABDA-F749,Emmit,Le Provost,Male,27,Some Travel,Technology,42,NY,American Indian or Alaska Native,3,Other,Machine Learning Engineer,Married,49343,1,No,2016-06-16,No,6,3,3,0,PR3191,6/29/2019,3,5,5,3,1,2,5,4
4117,ABDA-F749,Emmit,Le Provost,Male,27,Some Travel,Technology,42,NY,American Indian or Alaska Native,3,Other,Machine Learning Engineer,Married,49343,1,No,2016-06-16,No,6,3,3,0,PR4093,6/28/2020,4,4,3,1,1,2,4,4
4118,ABDA-F749,Emmit,Le Provost,Male,27,Some Travel,Technology,42,NY,American Indian or Alaska Native,3,Other,Machine Learning Engineer,Married,49343,1,No,2016-06-16,No,6,3,3,0,PR5098,6/28/2021,5,2,2,2,3,2,4,4
4119,ABDA-F749,Emmit,Le Provost,Male,27,Some Travel,Technology,42,NY,American Indian or Alaska Native,3,Other,Machine Learning Engineer,Married,49343,1,No,2016-06-16,No,6,3,3,0,PR6196,6/28/2022,2,1,1,2,1,1,4,4
4120,411F-6325,Fabio,Metham,Male,27,Frequent Traveller,Technology,45,CA,White,2,Information Systems,Data Scientist,Single,34579,0,No,2016-06-17,No,6,4,4,4,PR3354,9/14/2019,3,2,4,2,1,4,4,4
4121,411F-6325,Fabio,Metham,Male,27,Frequent Traveller,Technology,45,CA,White,2,Information Systems,Data Scientist,Single,34579,0,No,2016-06-17,No,6,4,4,4,PR4283,9/13/2020,5,5,3,3,0,2,3,2
4122,411F-6325,Fabio,Metham,Male,27,Frequent Traveller,Technology,45,CA,White,2,Information Systems,Data Scientist,Single,34579,0,No,2016-06-17,No,6,4,4,4,PR5311,9/13/2021,3,2,5,3,1,3,5,4
4123,411F-6325,Fabio,Metham,Male,27,Frequent Traveller,Technology,45,CA,White,2,Information Systems,Data Scientist,Single,34579,0,No,2016-06-17,No,6,4,4,4,PR6417,9/13/2022,4,3,1,3,1,4,3,2
4124,32AE-C02F,Hilly,Giocannoni,Male,24,No Travel ,Sales,8,CA,White,3,Marketing,Sales Executive,Single,82405,0,Yes,2016-06-19,Yes,5,1,4,1,PR1413,1/17/2017,3,5,3,1,0,4,5,5
4125,32AE-C02F,Hilly,Giocannoni,Male,24,No Travel ,Sales,8,CA,White,3,Marketing,Sales Executive,Single,82405,0,Yes,2016-06-19,Yes,5,1,4,1,PR174,1/18/2014,5,2,5,3,1,5,4,3
4126,32AE-C02F,Hilly,Giocannoni,Male,24,No Travel ,Sales,8,CA,White,3,Marketing,Sales Executive,Single,82405,0,Yes,2016-06-19,Yes,5,1,4,1,PR20,1/18/2013,4,3,2,3,0,5,5,4
4127,32AE-C02F,Hilly,Giocannoni,Male,24,No Travel ,Sales,8,CA,White,3,Marketing,Sales Executive,Single,82405,0,Yes,2016-06-19,Yes,5,1,4,1,PR2043,1/17/2018,3,3,4,2,1,3,3,2
4128,32AE-C02F,Hilly,Giocannoni,Male,24,No Travel ,Sales,8,CA,White,3,Marketing,Sales Executive,Single,82405,0,Yes,2016-06-19,Yes,5,1,4,1,PR2768,1/17/2019,3,5,3,1,0,3,5,4
4129,32AE-C02F,Hilly,Giocannoni,Male,24,No Travel ,Sales,8,CA,White,3,Marketing,Sales Executive,Single,82405,0,Yes,2016-06-19,Yes,5,1,4,1,PR3614,1/17/2020,3,2,3,1,0,4,3,2
4130,32AE-C02F,Hilly,Giocannoni,Male,24,No Travel ,Sales,8,CA,White,3,Marketing,Sales Executive,Single,82405,0,Yes,2016-06-19,Yes,5,1,4,1,PR4582,1/16/2021,4,5,3,3,0,4,5,4
4131,32AE-C02F,Hilly,Giocannoni,Male,24,No Travel ,Sales,8,CA,White,3,Marketing,Sales Executive,Single,82405,0,Yes,2016-06-19,Yes,5,1,4,1,PR467,1/18/2015,5,2,5,1,2,2,4,3
4132,32AE-C02F,Hilly,Giocannoni,Male,24,No Travel ,Sales,8,CA,White,3,Marketing,Sales Executive,Single,82405,0,Yes,2016-06-19,Yes,5,1,4,1,PR5641,1/16/2022,2,1,2,3,3,1,3,3
4133,32AE-C02F,Hilly,Giocannoni,Male,24,No Travel ,Sales,8,CA,White,3,Marketing,Sales Executive,Single,82405,0,Yes,2016-06-19,Yes,5,1,4,1,PR880,1/18/2016,3,2,3,1,1,3,4,4
4134,1C6F-87AA,Jolene,Stenet,Non-Binary,26,Some Travel,Sales,5,NY,White,3,Marketing,Sales Executive,Married,107966,2,No,2016-06-23,No,6,6,6,6,PR3415,10/20/2019,3,2,4,1,2,3,3,2
4135,1C6F-87AA,Jolene,Stenet,Non-Binary,26,Some Travel,Sales,5,NY,White,3,Marketing,Sales Executive,Married,107966,2,No,2016-06-23,No,6,6,6,6,PR4352,10/19/2020,5,2,4,3,0,5,5,4
4136,1C6F-87AA,Jolene,Stenet,Non-Binary,26,Some Travel,Sales,5,NY,White,3,Marketing,Sales Executive,Married,107966,2,No,2016-06-23,No,6,6,6,6,PR5389,10/19/2021,4,4,3,1,3,5,3,2
4137,1C6F-87AA,Jolene,Stenet,Non-Binary,26,Some Travel,Sales,5,NY,White,3,Marketing,Sales Executive,Married,107966,2,No,2016-06-23,No,6,6,6,6,PR6504,10/19/2022,4,4,3,1,0,4,4,3
4138,DAE0-B44F,Karlotta,Hackwell,Female,24,Some Travel,Sales,4,CA,Mixed or multiple ethnic groups,3,Economics,Sales Executive,Married,133274,1,No,2016-06-23,No,6,2,3,1,PR3421,10/24/2019,3,4,4,1,2,3,4,3
4139,DAE0-B44F,Karlotta,Hackwell,Female,24,Some Travel,Sales,4,CA,Mixed or multiple ethnic groups,3,Economics,Sales Executive,Married,133274,1,No,2016-06-23,No,6,2,3,1,PR4361,10/23/2020,3,2,2,1,2,3,4,3
4140,DAE0-B44F,Karlotta,Hackwell,Female,24,Some Travel,Sales,4,CA,Mixed or multiple ethnic groups,3,Economics,Sales Executive,Married,133274,1,No,2016-06-23,No,6,2,3,1,PR5397,10/23/2021,4,3,5,1,0,3,4,4
4141,DAE0-B44F,Karlotta,Hackwell,Female,24,Some Travel,Sales,4,CA,Mixed or multiple ethnic groups,3,Economics,Sales Executive,Married,133274,1,No,2016-06-23,No,6,2,3,1,PR6514,10/23/2022,4,4,4,1,0,4,5,4
4142,4294-03D1,Lettie,D'Emanuele,Female,43,Some Travel,Sales,12,CA,White,4,Marketing ,Manager,Married,513262,0,No,2016-06-30,No,6,1,3,1,PR3292,8/12/2019,4,5,3,2,1,4,4,4
4143,4294-03D1,Lettie,D'Emanuele,Female,43,Some Travel,Sales,12,CA,White,4,Marketing ,Manager,Married,513262,0,No,2016-06-30,No,6,1,3,1,PR4204,8/11/2020,5,5,4,3,1,2,3,2
4144,4294-03D1,Lettie,D'Emanuele,Female,43,Some Travel,Sales,12,CA,White,4,Marketing ,Manager,Married,513262,0,No,2016-06-30,No,6,1,3,1,PR5225,8/11/2021,3,3,3,1,1,4,5,4
4145,4294-03D1,Lettie,D'Emanuele,Female,43,Some Travel,Sales,12,CA,White,4,Marketing ,Manager,Married,513262,0,No,2016-06-30,No,6,1,3,1,PR6330,8/11/2022,4,4,2,2,3,4,3,2
4146,D5B3-425C,Lenard,Bouts,Male,26,Some Travel,Sales,7,CA,Black or African American,3,Marketing ,Sales Representative,Single,36101,0,No,2016-06-30,No,6,6,6,6,PR3247,7/20/2019,5,5,2,2,2,3,4,4
4147,D5B3-425C,Lenard,Bouts,Male,26,Some Travel,Sales,7,CA,Black or African American,3,Marketing ,Sales Representative,Single,36101,0,No,2016-06-30,No,6,6,6,6,PR4155,7/19/2020,5,2,2,1,0,2,3,2
4148,D5B3-425C,Lenard,Bouts,Male,26,Some Travel,Sales,7,CA,Black or African American,3,Marketing ,Sales Representative,Single,36101,0,No,2016-06-30,No,6,6,6,6,PR5169,7/19/2021,1,4,4,3,0,2,4,3
4149,D5B3-425C,Lenard,Bouts,Male,26,Some Travel,Sales,7,CA,Black or African American,3,Marketing ,Sales Representative,Single,36101,0,No,2016-06-30,No,6,6,6,6,PR6271,7/19/2022,3,5,4,3,1,3,3,3
4150,3A20-7C3E,Jerrie,Carlos,Male,25,Some Travel,Technology,44,CA,White,4,Other,Software Engineer,Divorced,52210,3,No,2016-07-01,No,6,0,1,0,PR3093,5/18/2019,3,3,4,3,0,2,4,4
4151,3A20-7C3E,Jerrie,Carlos,Male,25,Some Travel,Technology,44,CA,White,4,Other,Software Engineer,Divorced,52210,3,No,2016-07-01,No,6,0,1,0,PR3981,5/17/2020,5,2,2,3,2,3,3,3
4152,3A20-7C3E,Jerrie,Carlos,Male,25,Some Travel,Technology,44,CA,White,4,Other,Software Engineer,Divorced,52210,3,No,2016-07-01,No,6,0,1,0,PR4979,5/17/2021,3,5,2,3,0,5,3,3
4153,3A20-7C3E,Jerrie,Carlos,Male,25,Some Travel,Technology,44,CA,White,4,Other,Software Engineer,Divorced,52210,3,No,2016-07-01,No,6,0,1,0,PR6061,5/17/2022,4,5,2,3,0,2,5,4
4154,6B20-FFDF,Cloris,Orgee,Female,24,No Travel ,Sales,39,CA,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Married,151986,1,Yes,2016-07-09,No,6,5,6,3,PR3298,8/14/2019,4,2,4,2,2,5,3,3
4155,6B20-FFDF,Cloris,Orgee,Female,24,No Travel ,Sales,39,CA,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Married,151986,1,Yes,2016-07-09,No,6,5,6,3,PR4212,8/13/2020,5,3,5,2,0,4,5,4
4156,6B20-FFDF,Cloris,Orgee,Female,24,No Travel ,Sales,39,CA,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Married,151986,1,Yes,2016-07-09,No,6,5,6,3,PR5233,8/13/2021,4,4,2,2,0,5,3,2
4157,6B20-FFDF,Cloris,Orgee,Female,24,No Travel ,Sales,39,CA,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Married,151986,1,Yes,2016-07-09,No,6,5,6,3,PR6339,8/13/2022,4,3,5,3,2,5,5,4
4158,C389-FC34,Lin,Lauga,Female,27,Some Travel,Technology,45,IL,Mixed or multiple ethnic groups,3,Business Studies,Software Engineer,Married,28828,1,No,2016-07-09,No,6,1,6,4,PR3207,7/6/2019,1,1,2,3,1,3,5,4
4159,C389-FC34,Lin,Lauga,Female,27,Some Travel,Technology,45,IL,Mixed or multiple ethnic groups,3,Business Studies,Software Engineer,Married,28828,1,No,2016-07-09,No,6,1,6,4,PR4112,7/5/2020,3,2,3,2,0,2,5,4
